tweet_id,thread_id,author_id,created_at,text,context_json,historical_reply,sampling_stratum,suggested_intent,suggested_intent_reason,suggested_escalate,suggested_escalation_reason,suggested_escalation_explanation,suggested_reply_should_include,suggested_reply_must_not_claim,suggested_by_model,intent,escalate,escalation_reason,reply_should_include,reply_must_not_claim,annotator_notes,annotation_method,human_verified
567967,567967,253235,Sat Dec 02 20:22:09 +0000 2017,@SpotifyCares I signed up for student premium with Hulu but now Hulu can't authorize my account with you. Please help.,[],@253235 Hey there! We've just sent a DM your way. Let's carry on chatting there /AK,representative,plan_management_eligibility,Student plan authorization failure,true,account_or_security_action,Requires account verification via DM,DM sent notification,Immediate account fix,qwen/qwen3.6-27b,plan_management_eligibility,true,billing_or_refund,Acknowledge the Hulu authorization issue and direct the customer to DM with account details for investigation.,Do not claim the account has been fixed or that Hulu authorization will be restored immediately.,Student Premium and Hulu account-linking issue requires account-specific investigation; the suggested security escalation reason is not appropriate.,ai_assisted_human_verified,true
2877429,2877429,798715,Tue Nov 28 06:17:46 +0000 2017,Hi @SpotifyCares. I was paying the student price for a few months w/ a student email address and I just noticed that for the past two or three months I've getting charged the full price (no discount applied.) Why is this? I signed up with my college email address not too long ago,[],@798715 Hey Erika! Can you DM us your account's email address or username? We'll take a look backstage /RH https://t.co/ldFdZRiNAt,representative,payments_refunds,Incorrect billing charges reported,true,billing_or_refund,Requires account review for billing dispute,Request for account details,Refund approval,qwen/qwen3.6-27b,payments_refunds,true,billing_or_refund,Request for account details,Refund approval,Accepted Groq suggestion,ai_assisted_human_verified,true
555494,555494,249704,Sat Dec 02 14:17:14 +0000 2017,@SpotifyCares is your £99 per year deal for Premium open to current monthly premium subscribers in the Uk?  Keeps saying I’m ineligible!,[],@249704 Hi Adam! We've just sent a DM your way. Let's carry on chatting there /CO,representative,plan_management_eligibility,User asks about Premium plan eligibility and pricing.,false,none,Standard inquiry about plan eligibility and offers.,Clarify eligibility criteria for the yearly deal.,Guarantee eligibility without verifying account details.,qwen/qwen3.6-27b,plan_management_eligibility,false,none,Clarify eligibility criteria for the yearly deal.,Guarantee eligibility without verifying account details.,Accepted Groq suggestion,ai_assisted_human_verified,true
113854,113849,259964,Sun Dec 03 10:06:23 +0000 2017,@115888 What about 99p a month for loyal customers who’ve been premium since Spotify started?,"[{""tweet_id"": ""113849"", ""author_id"": ""115888"", ""inbound"": true, ""text"": ""Premium gives you unlimited skips. Get 3 months now for just 99p. https://t.co/l3eocnvSpl""}]","@259964 Hey! Right now, this offer’s for new subscribers only. We’d recommend checking out our new Spotify Yearly discount - 12 months for the price of 10: https://t.co/LHTUu8url7. Any questions, just give us a shout /NJ",challenge_followup,plan_management_eligibility,User requests a loyalty discount for long-term subscribers.,false,none,Standard request for pricing or loyalty discounts.,Explain current offers and loyalty program status.,Promise a discount that does not exist.,qwen/qwen3.6-27b,plan_management_eligibility,false,none,Explain current offers and loyalty program status.,Promise a discount that does not exist.,Accepted Groq suggestion,ai_assisted_human_verified,true
2883054,2883055,799854,Tue Nov 28 14:03:12 +0000 2017,"@SpotifyCares I see that in Android mobile and Windows PC.
When see Strauss autor can see Tchaikovsky song as most played, and song of a band named Strauss.","[{""tweet_id"": ""2883055"", ""author_id"": ""799854"", ""inbound"": true, ""text"": ""@SpotifyCares I think that something is wrong... When a button to report possible mistakes? https://t.co/rEmOzJfgby""}, {""tweet_id"": ""2883053"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@799854 Hey there. Can you tell us more about what's happening? Also, what device, operating system, and Spotify version are you on? /AY""}]",@799854 Hmm. Do you mean tracks from different artists play whenever you try to listen to Strauss? Can you send us the Album/Playlist/Artist Link? Just tap the three dots &gt; Share &gt; Copy Link /AY,representative,content_availability_metadata,User reports incorrect artist metadata and song attribution.,false,none,Standard metadata error report requiring link verification.,Request specific links to the affected content.,Confirm the error without seeing the links.,qwen/qwen3.6-27b,content_availability_metadata,false,none,Request specific links to the affected content.,Confirm the error without seeing the links.,Accepted Groq suggestion,ai_assisted_human_verified,true
2915242,2915244,806962,Tue Nov 28 23:00:17 +0000 2017,@SpotifyCares You really do care - not just a name 👏,"[{""tweet_id"": ""2915244"", ""author_id"": ""806962"", ""inbound"": true, ""text"": ""Oh hey @115888 are you still alive?""}, {""tweet_id"": ""2915243"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@806962 Hi there, Spotify should be working perfectly again! Let us know if not, and we'll check on this right away /GN""}]",@806962 We won't disagree with you! Just give us a shout if anything else comes up. We're... https://t.co/zOXI69QSqg 💚 /GN,representative,feedback_other,User provides positive feedback about customer care.,false,none,Positive feedback requires no technical or billing action.,Thank the user for their kind words.,Address any technical issues or billing matters.,qwen/qwen3.6-27b,feedback_other,false,none,Thank the user for their kind words.,Address any technical issues or billing matters.,Accepted Groq suggestion,ai_assisted_human_verified,true
667911,667911,279221,Thu Nov 23 01:55:20 +0000 2017,@SpotifyCares hey is tax included to the $14.99 for the family plan?,[],@279221 Hey! We've sent you a DM. We'll carry on chatting there /LO,representative,payments_refunds,User asks about tax inclusion in plan pricing.,false,none,Standard billing question about tax and pricing.,Clarify whether tax is included in the price.,State tax rules without verifying user location.,qwen/qwen3.6-27b,payments_refunds,false,none,Clarify whether tax is included in the price.,State tax rules without verifying user location.,Accepted Groq suggestion,ai_assisted_human_verified,true
144256,144256,148613,Fri Nov 24 09:22:55 +0000 2017,@SpotifyCares hey guys. Tips on merging artists and fan accounts? Thx!,[],"@148613 Hey there! We're afraid this isn't possible right now. Don't worry, we'll pass this on to the right team.  Let us know if you have other questions /GK",representative,app_device_features,Request about merging artist and fan accounts.,false,none,"Standard feature inquiry, no sensitive data.",Confirm feature unavailability and pass feedback.,Do not promise immediate feature implementation.,qwen/qwen3.6-27b,account_access_security,false,none,Explain whether artist and fan accounts can be merged and provide the relevant account-management guidance.,Do not promise that two accounts can be merged or that the feature will be implemented.,Account-management question about merging artist and fan accounts; not primarily a device or app feature issue.,ai_assisted_human_verified,true
2913948,2913948,806645,Tue Nov 28 20:38:09 +0000 2017,@SpotifyCares your app is down,[],"@806645 Hey! We had a little hiccup backstage, but it should be working now. We're here if you need us /CP",challenge_short,playback_connectivity,User reports app downtime or connectivity issues.,false,none,"General service status inquiry, no specific error.",Acknowledge issue and confirm service status.,Do not guarantee zero future outages.,qwen/qwen3.6-27b,playback_connectivity,false,none,Acknowledge issue and confirm service status.,Do not guarantee zero future outages.,Accepted Groq suggestion,ai_assisted_human_verified,true
497758,497758,233801,Fri Dec 01 16:47:53 +0000 2017,HOW DO I BLOCK FRANKIE COSMOS FROM APPEARING IN MY DAILY MIXES @115888,[],"@233801 Hi there! This isn’t possible right now, but we have more info about this on our Community. Check it out: https://t.co/z6UP3E9TgR /GT",challenge_rare,app_device_features,Request to block artists from algorithmic mixes.,false,none,"Standard feature limitation, no security risk.",Link to community info on blocking artists.,Do not claim blocking is currently possible.,qwen/qwen3.6-27b,app_device_features,false,none,Link to community info on blocking artists.,Do not claim blocking is currently possible.,Accepted Groq suggestion,ai_assisted_human_verified,true
2831193,2831193,788325,Mon Nov 27 12:39:19 +0000 2017,@115888 @SpotifyCares ASAP,[],@788325 Hi! We've sent a DM your way. We'll carry on helping out there /AY,challenge_short,feedback_other,Urgent follow-up without specific new details.,false,none,Context implies ongoing support via DM.,Confirm DM sent and continue support there.,Do not claim issue is fully resolved.,qwen/qwen3.6-27b,feedback_other,true,ambiguous_or_multi_intent,Acknowledge the request and ask the customer to provide details about the issue or continue in DM.,Do not claim that a DM has already been sent or that the issue has been resolved.,The message is too vague to determine a specific intent or safely resolve the request.,ai_assisted_human_verified,true
477658,477659,228476,Fri Dec 01 11:38:50 +0000 2017,"@SpotifyCares I’m currently located in Ho Chi Minh city, Vietnam. I login via my Facebook account.","[{""tweet_id"": ""477659"", ""author_id"": ""228476"", ""inbound"": true, ""text"": ""@117153 I know Spotify's going to enter my country - Vietnam so I'd like to change the country setting from US to Vietnam. However, it doesn't work. I only see one option which is US and nothing else. How can I deal with it, please?""}, {""tweet_id"": ""477657"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@228476 Hi there! If you're unable to select any other country, this is because the system automatically detects your current location, so it's not possible to switch to a country that doesn't match your IP address. Can you let us know what country you're currently located in? /DR""}]","@228476 We're afraid that we're currently unavailable in Vietnam, which is why it's not letting you update your country settings to Vietnam. Could you DM us your account's email address? We'll see what else we can suggest /MU https://t.co/ldFdZRiNAt",representative,plan_management_eligibility,User seeks to change country settings for eligibility.,true,privacy_or_sensitive_data,Request involves account email and location verification.,Request account email via DM for verification.,Do not claim country change is guaranteed.,qwen/qwen3.6-27b,account_access_security,true,account_or_security_action,Explain the country-setting limitation and direct the customer to DM for account-specific assistance.,Do not guarantee that the country setting can be changed or that the account will be updated immediately.,Account country-setting problem requires account-specific assistance; plan eligibility and privacy escalation are not the primary issue.,ai_assisted_human_verified,true
2022691,2022691,598221,Sun Nov 26 10:23:14 +0000 2017,@SpotifyCares hey it's happening again @146177 has more listeners but @118062 is ranked ahead of him inspite of having less amount of listeners. Is there a problem at my end or is this what everyone is seeing??? #Spotify #WalkOnWater #Reputation https://t.co/S7o8GrRXXQ,[],@598221 @115888 Hey! Thanks for letting us know. Our best tech folks are on the case as we speak. Hopefully we'll have it corrected soon /RC,representative,content_availability_metadata,Ranking discrepancy despite listener counts.,false,none,Technical issue already acknowledged by support.,Acknowledge ongoing investigation into ranking.,Guarantee immediate fix timeline.,qwen/qwen3.6-27b,content_availability_metadata,false,none,Acknowledge ongoing investigation into ranking.,Guarantee immediate fix timeline.,Accepted Groq suggestion,ai_assisted_human_verified,true
2850062,2850063,792505,Mon Nov 27 13:22:28 +0000 2017,@115888 Not true. I downloaded Spotify and theres no free songs to download. Just to let u know,"[{""tweet_id"": ""2850063"", ""author_id"": ""115888"", ""inbound"": true, ""text"": ""Instant access to millions of songs.""}]","@792505 Hey there! Allow us to clear things up. With Spotify Free, you'll be able to access and stream all the songs in our catalog, but you'll be unable to download them for offline listening. There's more info about our subscription options here: https://t.co/yhxGR83lPs /DB",challenge_followup,plan_management_eligibility,Confusion about Free tier download limits.,false,none,Standard policy clarification needed.,Clarify Free vs Premium download rules.,Free users can download songs.,qwen/qwen3.6-27b,plan_management_eligibility,false,none,Clarify Free vs Premium download rules.,Free users can download songs.,Accepted Groq suggestion,ai_assisted_human_verified,true
118883,118884,142359,Thu Nov 23 22:47:15 +0000 2017,@SpotifyCares Just dm'd you,"[{""tweet_id"": ""118884"", ""author_id"": ""142359"", ""inbound"": true, ""text"": ""@115888 I was listening to Spotify today, tried now and it's logged me out and won't let me sign back in. Tried to reset password but doesn't recognise my username/email. What's going on???""}, {""tweet_id"": ""118882"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@142359 Hey, help's here! Can you DM us your account's username or email address? We'll take a look under the hood /JM https://t.co/ldFdZRiNAt""}]",@142359 We've just sent you a reply via DM. We'll carry on helping out there /JM,challenge_followup,account_access_security,Login failure and password reset issues.,false,none,Support already engaged via DM.,Confirm DM response sent.,Account is permanently locked.,qwen/qwen3.6-27b,account_access_security,false,none,Confirm DM response sent.,Account is permanently locked.,Accepted Groq suggestion,ai_assisted_human_verified,true
637729,637736,271221,Wed Nov 22 20:58:18 +0000 2017,@SpotifyCares @271218 @SpotifyCares HOW ABOUT YOU REPLY TO NET NOBODY.,"[{""tweet_id"": ""637736"", ""author_id"": ""139985"", ""inbound"": true, ""text"": ""Hello @SpotifyCares you should seriously respond to my DMs and answer my questions because I’m beginning to feel like Spotify...DOESN’T CARE.""}, {""tweet_id"": ""637730"", ""author_id"": ""271218"", ""inbound"": true, ""text"": ""@139985 @SpotifyCares They probably fucking don't""}, {""tweet_id"": ""637725"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@271218 Hey Morgan! We'd love to have them on Spotify. Hopefully we will in the future. We've got some more info on content for you here: https://t.co/MEjmIRL2eB /JI""}]",,challenge_followup,feedback_other,Frustration over lack of support response.,true,low_evidence,Aggressive tone requires careful handling.,Apologize for delay and frustration.,Ignore the user's anger.,qwen/qwen3.6-27b,feedback_other,true,low_evidence,Apologize for delay and frustration.,Ignore the user's anger.,Accepted Groq suggestion,ai_assisted_human_verified,true
619684,2918,267071,Wed Nov 22 10:45:42 +0000 2017,@SpotifyCares I have one last question pls check dm thank you  :))),"[{""tweet_id"": ""2918"", ""author_id"": ""267071"", ""inbound"": true, ""text"": ""@115888 Why i can't register to php9 premium??""}, {""tweet_id"": ""619690"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@267071 Hey there! Can you DM us your account's email address and username? We'll take a look backstage /MX https://t.co/ldFdZRiNAt""}, {""tweet_id"": ""619689"", ""author_id"": ""267071"", ""inbound"": true, ""text"": ""@SpotifyCares Done. Please check dm""}, {""tweet_id"": ""619687"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@267071 We've just sent you a bit more info over DM. We'll carry on helping out there /MX""}, {""tweet_id"": ""619686"", ""author_id"": ""267071"", ""inbound"": true, ""text"": ""@SpotifyCares I ask something pls notice me on dm""}, {""tweet_id"": ""619685"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@267071 We've just sent you a DM 🙂 /MX""}]",@267071 We've just sent you a DM your way 🙂 /QI,representative,plan_management_eligibility,Follow-up on Premium registration issue.,false,none,Ongoing DM support thread.,Confirm DM check and assistance.,Resolve issue without DM review.,qwen/qwen3.6-27b,plan_management_eligibility,false,none,Confirm DM check and assistance.,Resolve issue without DM review.,Accepted Groq suggestion,ai_assisted_human_verified,true
2944920,2944920,813509,Wed Nov 29 14:54:01 +0000 2017,@SpotifyCares I️ would use Spotify for podcasts if you guys had ign Game Scoop! And podcast Beyond!,[],@813509 Hey Jake. We’re working hard with rights holders to get more of the best content on the service. Stay tuned! /WP,representative,content_availability_metadata,Requesting specific podcast titles on platform.,false,none,"Standard content request, no action needed.","Acknowledge request, mention rights holder efforts.",Guarantee specific podcast availability soon.,qwen/qwen3.6-27b,content_availability_metadata,false,none,"Acknowledge request, mention rights holder efforts.",Guarantee specific podcast availability soon.,Accepted Groq suggestion,ai_assisted_human_verified,true
153766,153763,151203,Sat Nov 25 07:11:21 +0000 2017,@SpotifyCares only this https://t.co/AYe8kOwXjB,"[{""tweet_id"": ""153763"", ""author_id"": ""151203"", ""inbound"": true, ""text"": ""@SpotifyCares is your 9 pesos promo for 3 months isn't available for debit cards?""}, {""tweet_id"": ""153761"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@151203 Hey there! You can use a recurring payment method (credit/debit card or PayPal) to activate the 3 months for ₱9 offer. If you're going to pay via your mobile service provider, you can get 3 months of Premium for ₱129 (plus tax). Hope this clears things up /KL""}, {""tweet_id"": ""153762"", ""author_id"": ""151203"", ""inbound"": true, ""text"": ""@SpotifyCares What if there's no choices for debit??""}, {""tweet_id"": ""153764"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@151203 Can you send us a screenshot of the options that you're seeing on the page? We'd recommend making sure that the screenshot doesn't show your full credit card number, expiration date, or 3-digit code for privacy reasons /MG""}]",,challenge_followup,payments_refunds,User shares screenshot regarding payment method options.,false,none,"Context clarifies billing inquiry, not ambiguous.","Review screenshot, advise on payment options.",Promise immediate refund or plan change.,qwen/qwen3.6-27b,payments_refunds,false,none,"Review screenshot, advise on payment options.",Promise immediate refund or plan change.,Accepted Groq suggestion,ai_assisted_human_verified,true
2917937,2917937,807665,Tue Nov 28 21:02:14 +0000 2017,@115888 is down FML,[],@807665 Hey there! Everything should be running smoothly now. Let us know if you're still getting issues /GS,representative,playback_connectivity,User reports service outage or downtime.,false,none,"General service status inquiry, resolved.","Confirm service status, offer further help.",Blame user device or internet connection.,qwen/qwen3.6-27b,playback_connectivity,false,none,"Confirm service status, offer further help.",Blame user device or internet connection.,Accepted Groq suggestion,ai_assisted_human_verified,true
2912437,2912437,806220,Tue Nov 28 20:27:27 +0000 2017,@SpotifyCares why isn’t anything besides my predone playlist working? I can’t use the radio or search or home page or discover   I pay 15 bucks a month I expect to be able to use what I pay for,[],"@806220 Hi there, thanks for bearing with us. Spotify should be working perfectly again. Let us know if not /LP",representative,playback_connectivity,Multiple features failing despite paid subscription.,false,none,"Likely resolved service issue, standard reply.","Confirm service restoration, ask for updates.",Ignore user's frustration or payment status.,qwen/qwen3.6-27b,playback_connectivity,false,none,"Confirm service restoration, ask for updates.",Ignore user's frustration or payment status.,Accepted Groq suggestion,ai_assisted_human_verified,true
490763,490763,231902,Fri Dec 01 15:12:22 +0000 2017,@118266 mau nanya promo yg 3 bulan 50k itu kalo bayar pake XL ada minimum pulsa gak ya? krn pulsa saya pas 50k tp pas udh masukkin pin katanya saldonya kurang. https://t.co/sOuyfeRWU9,[],"@231902 Hey Diana! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /JI",representative,payments_refunds,Inquiry about mobile carrier payment balance requirements.,false,none,Language barrier handled by redirecting support.,Redirect to local language support channel.,Answer technical billing details in English.,qwen/qwen3.6-27b,payments_refunds,false,none,Redirect to local language support channel.,Answer technical billing details in English.,Accepted Groq suggestion,ai_assisted_human_verified,true
172438,172438,155918,Fri Nov 24 22:17:17 +0000 2017,"@115888 @spotifycares everyone right now has the problem that they can't play any songs from album pages. happening since today, on the desktop client and on the web page too, in the app everything works normally",[],,challenge_rare,playback_connectivity,Playback failure on desktop and web clients.,false,none,Clear technical issue description provided.,Troubleshooting steps for desktop and web.,Issue is user error or device specific.,qwen/qwen3.6-27b,playback_connectivity,false,none,Troubleshooting steps for desktop and web.,Issue is user error or device specific.,Accepted Groq suggestion,ai_assisted_human_verified,true
124838,124838,143965,Fri Nov 24 00:58:04 +0000 2017,"@115888 hi so I’m trying to listen to glory days platinum edition but have only been able to listen to three songs of the actual album as I have had about 12 suggested tracks, how can I sort this out 🙃🙄",[],@143965 Hey there! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,representative,content_availability_metadata,User reports missing tracks from specific album.,false,none,Standard content availability inquiry.,Explanation of album track listing variations.,All albums have identical track counts.,qwen/qwen3.6-27b,content_availability_metadata,false,none,Explanation of album track listing variations.,All albums have identical track counts.,Accepted Groq suggestion,ai_assisted_human_verified,true
2954677,2954678,815710,Wed Nov 29 20:49:56 +0000 2017,@SpotifyCares That’s great. Thanks for letting me know.,"[{""tweet_id"": ""2954678"", ""author_id"": ""815710"", ""inbound"": true, ""text"": ""@SpotifyCares My current phone contract includes Spotify premium &amp; is due to finish next month so I’m looking for a better mobile deal.\n\nOnce it’s cancelled, can I re-enable my Spotify subscription directly w/ you and, if so, will my playlists remain intact? Thanks.""}, {""tweet_id"": ""2954676"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@815710 Hey there, not to worry! You can absolutely subscribe directly through Spotify, just head here to get started: https://t.co/WB5TSxRfDe. Your playlists will remain intact for you as well. Hope this helps /JX""}]",@815710 You're welcome! Let us know if you need anything else 🙂 /VK,challenge_followup,feedback_other,User expresses gratitude for previous assistance.,false,none,"Positive feedback, no action required.",Polite acknowledgment of thanks.,Any new policy changes or fees.,qwen/qwen3.6-27b,feedback_other,false,none,Polite acknowledgment of thanks.,Any new policy changes or fees.,Accepted Groq suggestion,ai_assisted_human_verified,true
175483,175483,157219,Fri Nov 24 23:24:13 +0000 2017,@118266 halo saya mau daftar premium spotify pakai indosat kok gak nerima sms utk pinnya ya? udh saya tunggu &amp; cb berkali2 gak bisa. pdhl biasanya lancar aja. gmn solusinya? thanks 😀,[],"@157219 Hey! We can help out in English via Twitter, but we also have Indinesian support via email at https://t.co/ZgU70TbP8M /RB",representative,payments_refunds,Issue with SMS verification for payment setup.,true,unsupported_language,"Message is in Indonesian, requires local support.",Redirect to Indonesian support channels.,We can resolve this via Twitter DM.,qwen/qwen3.6-27b,payments_refunds,true,unsupported_language,Redirect to Indonesian support channels.,We can resolve this via Twitter DM.,Accepted Groq suggestion,ai_assisted_human_verified,true
662937,662937,277946,Thu Nov 23 01:22:51 +0000 2017,wondering why taylor didn't put rePUTAtion on spotify yet @118062 @115948 @117168,[],"@277946 Hey there. ""Taylor Swift's 'Reputation' isn't available to stream just yet! For now, check out the singles: https://t.co/3h0TnPWP0c /MO",representative,content_availability_metadata,Inquiry about specific album availability on platform.,false,none,General content availability question.,Current status of the album's availability.,Release dates not yet announced by artist.,qwen/qwen3.6-27b,content_availability_metadata,false,none,Current status of the album's availability.,Release dates not yet announced by artist.,Accepted Groq suggestion,ai_assisted_human_verified,true
2871119,2871120,797217,Tue Nov 28 02:55:43 +0000 2017,@SpotifyCares WiFi with LTE assistance,"[{""tweet_id"": ""2871120"", ""author_id"": ""797217"", ""inbound"": true, ""text"": ""@115888 my music is taking 3+ minutes to download one song. I have 900. Help!""}, {""tweet_id"": ""2871118"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@797217 Hey Regan, help's here! Just to check, is this happening over 3G/4G, WiFi, or both? /CH""}]","@797217 Is this happening over a private or work/public WiFi connection? If you're at home, could you try restarting your router? /CH",representative,playback_connectivity,User specifies WiFi/LTE context for download issues.,false,none,Standard troubleshooting for connectivity issues.,Ask about router restart or network type.,Guarantee immediate fix or specific speed.,qwen/qwen3.6-27b,playback_connectivity,false,none,Ask about router restart or network type.,Guarantee immediate fix or specific speed.,Accepted Groq suggestion,ai_assisted_human_verified,true
2637137,2637138,686039,Thu Nov 30 05:05:53 +0000 2017,"@SpotifyCares Yo, I can't thank you guys enough. i know me asking for it probably wasn't the catalyst but I'm just so happy to finally have  DMXs version of Rudolph 🙌🏾🙏🏾","[{""tweet_id"": ""2637138"", ""author_id"": ""686039"", ""inbound"": true, ""text"": ""@115888 @SpotifyCares can we possibly get DMX in the studio to record his version of \""Rudolf the red nosed reindeer\"" and then have it as a Spotify exclusive???""}, {""tweet_id"": ""2637136"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@686039 Hi, sounds like a great idea! We'll make sure to pass it on to the relevant folks 😉 /GT""}]",@686039 Hey there! Happy listening. Just let us know if we can help with anything else. https://t.co/m4HWSbgHVZ /NQ,representative,feedback_other,User expresses gratitude for content availability.,false,none,Positive feedback requires no action.,Acknowledge thanks and offer further help.,Promise future exclusive content releases.,qwen/qwen3.6-27b,feedback_other,false,none,Acknowledge thanks and offer further help.,Promise future exclusive content releases.,Accepted Groq suggestion,ai_assisted_human_verified,true
2818178,2818178,121907,Sat Nov 25 13:00:14 +0000 2017,"สิงโต นำโชคมีข้อความมาฝาก พร้อมกับแนะนำเพลงใหม่ของเขา เพลง ""ต๊อก"" อย่าลืมไปฟังเพลงนี้กันเยอะๆนะ
https://t.co/7r0pP1X8Ua https://t.co/BU35PuwLwg",[],,challenge_language,feedback_other,Promotional message in unsupported language.,true,unsupported_language,"Message is in Thai, not English.","None, escalate for language handling.",Ability to process Thai requests directly.,qwen/qwen3.6-27b,feedback_other,true,unsupported_language,"None, escalate for language handling.",Ability to process Thai requests directly.,Accepted Groq suggestion,ai_assisted_human_verified,true
466821,466821,226106,Fri Dec 01 03:46:13 +0000 2017,@SpotifyCares can I please get some help,[],@226106 Hi! We've just sent a DM your way. Let's carry on chatting there /RB,challenge_short,feedback_other,Vague request for help without details.,true,low_evidence,Insufficient information to determine intent.,Request specific details about the issue.,Knowledge of the user's specific problem.,qwen/qwen3.6-27b,feedback_other,true,low_evidence,Request specific details about the issue.,Knowledge of the user's specific problem.,Accepted Groq suggestion,ai_assisted_human_verified,true
492378,492380,232357,Fri Dec 01 15:53:37 +0000 2017,@131098 Ben benieuwd :-),"[{""tweet_id"": ""492380"", ""author_id"": ""232357"", ""inbound"": true, ""text"": ""@131098 Vraagje. Kan ik een playlist van mijn account overzetten naar een ander account? Zodat deze zonder mijn account gebruikt kan worden, ook al wordt mijn account ooit verwijderd. Thank you!""}]","@232357 Hey Dennis! We can help out in English via Twitter, but we also have Dutch support via email at https://t.co/ZgU70TbP8M. Let us know how you'd like to proceed /AU",representative,plan_management_eligibility,Context asks about transferring playlists between accounts.,true,unsupported_language,User message is in Dutch.,Direct to Dutch support channel.,Ability to transfer playlists directly.,qwen/qwen3.6-27b,plan_management_eligibility,true,unsupported_language,Direct to Dutch support channel.,Ability to transfer playlists directly.,Accepted Groq suggestion,ai_assisted_human_verified,true
2809541,2809539,790154,Mon Nov 27 05:33:22 +0000 2017,@115888 Pake kartu kredit njir,"[{""tweet_id"": ""2809539"", ""author_id"": ""115888"", ""inbound"": true, ""text"": ""3 bulan Premium hanya Rp 4.990. Putar musik offline di mana saja. https://t.co/XsPGC4g8VT""}]","@790154 Hey there! Could you tell us more info about this? If you're having issues, let us know. We'll be happy to help /JE",representative,payments_refunds,User mentions credit card payment method.,false,none,Standard payment method inquiry.,Confirm payment method acceptance.,Guarantee specific card approval.,qwen/qwen3.6-27b,payments_refunds,false,none,Confirm payment method acceptance.,Guarantee specific card approval.,Accepted Groq suggestion,ai_assisted_human_verified,true
2937141,2937142,811929,Wed Nov 29 14:21:19 +0000 2017,"@SpotifyCares I've already taken these steps  I have reinstalled having cleared offline devices, I am online every day, I have not got more than 3 devices downloaded and I am not over the song limit. My app is up to date, but the songs will clear without an update happening.","[{""tweet_id"": ""2937142"", ""author_id"": ""811929"", ""inbound"": true, ""text"": ""@SpotifyCares my music is repeatedly being undownloaded or refusing to show up in android. I have cleared caches, reinstalled, managed offline devices and it happens repeatedly - please advise.""}, {""tweet_id"": ""2937140"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@811929 Hi Benedict, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/EidIERWgLX. They should help with this /JN""}]",,representative,playback_connectivity,Issue with offline downloads clearing.,false,none,Technical troubleshooting for downloads.,Further troubleshooting steps.,Immediate fix without data.,qwen/qwen3.6-27b,playback_connectivity,true,low_evidence,Acknowledge the troubleshooting already completed and direct the customer to DM for further investigation.,Do not repeat the same troubleshooting steps or promise an immediate fix.,Persistent download issue despite extensive troubleshooting; requires further investigation rather than repeating generic steps.,ai_assisted_human_verified,true
506062,506062,236092,Fri Dec 01 18:51:05 +0000 2017,"@spotifycares is there any way I can share a link with someone to my playlist without it showing my old, embarrassing username ??",[],"@236092 Hey Hannah, we're here to help! Could you DM us your account's email address? We'll take a look backstage for you /BX https://t.co/ldFdZRiNAt",representative,app_device_features,Question about playlist sharing and username.,false,none,Feature usage question.,Explain username visibility settings.,Ability to hide username entirely.,qwen/qwen3.6-27b,app_device_features,false,none,Explain username visibility settings.,Ability to hide username entirely.,Accepted Groq suggestion,ai_assisted_human_verified,true
567961,567961,253233,Sat Dec 02 18:50:00 +0000 2017,@115888 how come the invitation to join my families Spotify premium isn’t sending??? 😤😭😢 they’ve tried to email it to me 5 million times. HELP I NEED MA PREMIUM BACK,[],"@253233 Hey Kalley! The cavalry's here. Can you DM us the plan owner's email address, as well as yours? We'll take a look under the hood /KB https://t.co/ldFdZRiNAt",representative,plan_management_eligibility,Family plan invitation delivery failure.,false,none,Plan management issue.,Request account details for check.,Instant invitation resend.,qwen/qwen3.6-27b,plan_management_eligibility,false,none,Request account details for check.,Instant invitation resend.,Accepted Groq suggestion,ai_assisted_human_verified,true
